index,ROI,Label,R,G,B,alpha,X,Y,Z
23554,Visual2-30_L-Ctx,4,100,0,255,255,-21.2471160888672,-98.4746704101563,6.88860321044922
23555,Visual2-30_L-Ctx,4,100,0,255,255,-20.1244468688965,-94.9947128295898,6.0735125541687
23556,Visual2-30_L-Ctx,4,100,0,255,255,-18.2779960632324,-94.6752395629883,5.94547510147095
23557,Visual2-30_L-Ctx,4,100,0,255,255,-17.0565547943115,-97.0422210693359,6.78349494934082
23558,Visual2-30_L-Ctx,4,100,0,255,255,-16.655933380127,-100.244216918945,8.23660469055176
23559,Visual2-30_L-Ctx,4,100,0,255,255,-17.0560607910156,-102.971946716309,10.2738761901855
23560,Visual2-30_L-Ctx,4,100,0,255,255,-13.5203800201416,-102.876502990723,12.1403131484985
23561,Frontoparietal-45_L-Ctx,133,255,255,0,255,-56.6885375976563,-52.3628616333008,-15.9125776290894
23562,Frontoparietal-45_L-Ctx,133,255,255,0,255,-57.3685493469238,-54.2291374206543,-15.6435279846191
23563,Visual2-45_L-Ctx,138,100,0,255,255,-58.947925567627,-56.391960144043,-16.7914962768555
23564,Visual2-45_L-Ctx,138,100,0,255,255,-58.6194076538086,-58.7602844238281,-17.0578708648682
23565,Visual2-45_L-Ctx,138,100,0,255,255,-57.2076148986816,-61.3551216125488,-16.5660419464111
23566,Visual2-45_L-Ctx,138,100,0,255,255,-53.6229858398438,-62.3536758422852,-13.7055158615112
23567,Visual2-45_L-Ctx,138,100,0,255,255,-50.5713920593262,-62.7486419677734,-11.620361328125
23568,Visual2-45_L-Ctx,138,100,0,255,255,-48.7714195251465,-62.8953094482422,-9.70937633514404
23569,Visual2-45_L-Ctx,138,100,0,255,255,-46.7961921691895,-63.3943214416504,-8.35761737823486
23570,Visual2-45_L-Ctx,138,100,0,255,255,-44.9313430786133,-63.7803497314453,-6.73264598846436
23571,Visual2-45_L-Ctx,138,100,0,255,255,-43.9004211425781,-64.0737457275391,-4.71591329574585
23572,Visual2-45_L-Ctx,138,100,0,255,255,-43.4609260559082,-64.3860626220703,-3.56095957756042
23573,Visual2-45_L-Ctx,138,100,0,255,255,-42.4972076416016,-65.0684661865234,-3.60570526123047
23574,Visual2-45_L-Ctx,138,100,0,255,255,-41.5396690368652,-65.8168258666992,-4.13490295410156
23575,Visual2-45_L-Ctx,138,100,0,255,255,-41.0818748474121,-66.5637435913086,-4.87974262237549
23576,Visual2-45_L-Ctx,138,100,0,255,255,-42.0469589233398,-67.9705200195313,-6.46146154403687
