index,ROI,Label,R,G,B,alpha,X,Y,Z
1,Default-06_R-Ctx,215,255,0,0,255,5.20596790313721,-40.1166191101074,35.2939453125
2,Somatomotor-04_R-Ctx,219,0,255,255,255,21.5053195953369,-37.3303451538086,70.5250091552734
3,Language-01_R-Ctx,192,0,155,155,255,54.6070709228516,-5.16864681243896,46.6412391662598
4,Language-02_R-Ctx,206,0,155,155,255,7.73647308349609,18.3040046691895,64.4732208251953
5,Visual2-07_R-Ctx,193,100,0,255,255,27.8893623352051,-88.4911117553711,17.7169075012207
6,Frontoparietal-24_R-Ctx,329,255,255,0,255,50.2760314941406,-43.0043449401855,39.9054946899414
7,Frontoparietal-13_R-Ctx,265,255,255,0,255,35.2613639831543,45.6149826049805,7.99552869796753
8,,NaN,NaN,NaN,NaN,NaN,2.08114194869995,14.4022912979126,-2.27504849433899
9,Visual2-26_R-Ctx,340,100,0,255,255,25.8221397399902,-48.935619354248,-7.54343461990356
10,Frontoparietal-21_R-Ctx,313,255,255,0,255,59.6605644226074,-38.629337310791,-7.25020360946655
11,Somatomotor-17_R-Ctx,282,0,255,255,255,32.1347312927246,-22.9135074615479,17.3755435943604
12,Default-28_R-Ctx,311,255,0,0,255,34.5885887145996,10.0831813812256,-27.9887580871582
13,Default-06_R-Ctx,215,255,0,0,255,4.17811250686646,-38.7974548339844,34.3455047607422
14,Default-05_R-Ctx,214,255,0,0,255,3.91854667663574,-37.3739280700684,31.9764404296875
15,Default-05_R-Ctx,214,255,0,0,255,3.32507967948914,-36.2303657531738,30.0875110626221
16,Frontoparietal-01_R-Ctx,194,255,255,0,255,3.23841094970703,-34.9988708496094,28.3929595947266
17,Frontoparietal-01_R-Ctx,194,255,255,0,255,4.76518535614014,-33.731315612793,27.2311954498291
18,Frontoparietal-01_R-Ctx,194,255,255,0,255,6.4323673248291,-32.7859230041504,26.9322643280029
19,Frontoparietal-01_R-Ctx,194,255,255,0,255,7.7387228012085,-32.051944732666,27.1353225708008
20,Frontoparietal-01_R-Ctx,194,255,255,0,255,8.68683624267578,-31.3358821868896,27.4067859649658
21,Frontoparietal-01_R-Ctx,194,255,255,0,255,9.50178146362305,-30.583517074585,27.6173229217529
22,,NaN,NaN,NaN,NaN,NaN,9.91484069824219,-29.6212882995605,27.5236110687256
23,,NaN,NaN,NaN,NaN,NaN,9.86312007904053,-28.620080947876,27.4503993988037
24,,NaN,NaN,NaN,NaN,NaN,9.55281162261963,-27.6282749176025,27.2920913696289
25,,NaN,NaN,NaN,NaN,NaN,9.08715724945068,-26.5684261322021,26.9912586212158
26,,NaN,NaN,NaN,NaN,NaN,8.42003154754639,-25.4922847747803,26.651065826416
27,,NaN,NaN,NaN,NaN,NaN,7.42556762695313,-24.3944606781006,26.5348529815674
28,,NaN,NaN,NaN,NaN,NaN,6.43198776245117,-23.330322265625,26.5057773590088
29,,NaN,NaN,NaN,NaN,NaN,5.70838165283203,-22.4301242828369,26.5252151489258
30,,NaN,NaN,NaN,NaN,NaN,5.48382711410522,-21.6235370635986,26.4270782470703
31,,NaN,NaN,NaN,NaN,NaN,3.26349377632141,-19.9970073699951,26.1071186065674
32,,NaN,NaN,NaN,NaN,NaN,1.51601719856262,-18.553129196167,25.7055377960205
33,,NaN,NaN,NaN,NaN,NaN,0.547673761844635,-17.3619270324707,25.3553085327148
34,,NaN,NaN,NaN,NaN,NaN,-0.00959726050496101,-16.1535377502441,24.8362922668457
35,,NaN,NaN,NaN,NaN,NaN,-0.259734332561493,-14.9446744918823,24.2428550720215
36,,NaN,NaN,NaN,NaN,NaN,-0.232318490743637,-13.7964487075806,23.6401863098145
37,,NaN,NaN,NaN,NaN,NaN,-0.0400906838476658,-12.7625799179077,23.0379219055176
38,,NaN,NaN,NaN,NaN,NaN,0.23716838657856,-11.8237257003784,22.386137008667
39,,NaN,NaN,NaN,NaN,NaN,0.383787482976913,-10.8108568191528,21.6664752960205
40,,NaN,NaN,NaN,NaN,NaN,0.418892323970795,-9.71967792510986,20.8551540374756
41,,NaN,NaN,NaN,NaN,NaN,0.45890673995018,-8.63020992279053,19.9748477935791
42,,NaN,NaN,NaN,NaN,NaN,0.485140442848206,-7.57579898834229,19.0493392944336
43,,NaN,NaN,NaN,NaN,NaN,0.483295142650604,-6.56101846694946,18.0991058349609
44,,NaN,NaN,NaN,NaN,NaN,0.465969443321228,-5.61927843093872,17.1585922241211
45,,NaN,NaN,NaN,NaN,NaN,0.449146419763565,-4.75087642669678,16.2655258178711
46,,NaN,NaN,NaN,NaN,NaN,0.426441460847855,-3.9467134475708,15.4359321594238
47,,NaN,NaN,NaN,NaN,NaN,0.391431868076324,-3.18852066993713,14.6693553924561
48,,NaN,NaN,NaN,NaN,NaN,0.339087963104248,-2.45068430900574,13.9482164382935
49,,NaN,NaN,NaN,NaN,NaN,0.274180769920349,-1.71275877952576,13.268138885498
50,,NaN,NaN,NaN,NaN,NaN,0.181658059358597,-0.982986569404602,12.649621963501
51,,NaN,NaN,NaN,NaN,NaN,0.10874018073082,-0.280293643474579,12.0611457824707
52,,NaN,NaN,NaN,NaN,NaN,0.0692667737603188,0.397166639566422,11.4733467102051
53,,NaN,NaN,NaN,NaN,NaN,0.0625355094671249,1.0546510219574,10.8587102890015
54,,NaN,NaN,NaN,NaN,NaN,0.0841647386550903,1.70868992805481,10.2139129638672
55,,NaN,NaN,NaN,NaN,NaN,0.102855823934078,2.34692668914795,9.50807476043701
56,,NaN,NaN,NaN,NaN,NaN,0.129709482192993,3.0107958316803,8.78936004638672
