Networks_age,Diet_1,Diet_2,Difference,StdErr,pValue,Lower,Upper
SoM and Vis 9M,BF,XF,0.00274242729405934,0.00992293455848686,0.999912423509642,-0.0316346531995837,0.0371195077877024
SoM and Vis 9M,XF,BF,-0.00274242729405934,0.00992293455848686,0.999912423509642,-0.0371195077877024,0.0316346531995837
Vis and Vis 7M,BF,UF,0.00403115388843323,0.0147898333205426,0.99991923579482,-0.0472068430519989,0.0552691508288654
Vis and Vis 7M,UF,BF,-0.00403115388843323,0.0147898333205426,0.99991923579482,-0.0552691508288654,0.0472068430519989
Lmb and SoM 1M,BF,UF,0.00137172073664685,0.00529840730995204,0.99994020867632,-0.0169841167939498,0.0197275582672435
Lmb and SoM 1M,UF,BF,-0.00137172073664685,0.00529840730995204,0.99994020867632,-0.0197275582672435,0.0169841167939498
Lmb and Vis 5M,UF,XF,-0.00147540150828783,0.0062325312977781,0.999964625951493,-0.023067424396277,0.0201166213797014
Lmb and Vis 5M,XF,UF,0.00147540150828783,0.0062325312977781,0.999964625951493,-0.0201166213797014,0.023067424396277
Vis and Vis 5M,UF,XF,-0.00264477820732134,0.0111855677231897,0.999964871339946,-0.0413961334360336,0.0361065770213909
Vis and Vis 5M,XF,UF,0.00264477820732134,0.0111855677231897,0.999964871339946,-0.0361065770213909,0.0413961334360336
Lmb and Lmb 3M,SF,XF,0.00209899796731662,0.00905949734572533,0.999968825745616,-0.0292867849026892,0.0334847808373224
Lmb and Lmb 3M,XF,SF,-0.00209899796731662,0.00905949734572533,0.999968825745616,-0.0334847808373224,0.0292867849026892
Lmb and Vis 5M,BF,XF,0.0014037626111159,0.0062325312977781,0.999973603345048,-0.0201882602768733,0.0229957854991051
Lmb and Vis 5M,XF,BF,-0.0014037626111159,0.0062325312977781,0.999973603345048,-0.0229957854991051,0.0201882602768733
Lmb and Lmb 7M,SF,XF,0.00217782402195801,0.0110610552047309,0.999988062384593,-0.0361421692095247,0.0404978172534407
Lmb and Lmb 7M,XF,SF,-0.00217782402195801,0.0110610552047309,0.999988062384593,-0.0404978172534407,0.0361421692095247
SoM and SoM 9M,UF,XF,-0.002134554141621,0.011591773835478,0.999991967370578,-0.0422931725279038,0.0380240642446618
SoM and SoM 9M,XF,UF,0.002134554141621,0.011591773835478,0.999991967370578,-0.0380240642446618,0.0422931725279038
SoM and Vis 9M,SF,XF,0.00162396535275861,0.00992293455848686,0.999996009829846,-0.0327531151408845,0.0360010458464017
SoM and Vis 9M,XF,SF,-0.00162396535275861,0.00992293455848686,0.999996009829846,-0.0360010458464017,0.0327531151408845
Lmb and Lmb 7M,UF,XF,-0.00170187990967435,0.0110610552047309,0.999997235117041,-0.0400218731411571,0.0366181133218084
Lmb and Lmb 7M,XF,UF,0.00170187990967435,0.0110610552047309,0.999997235117041,-0.0366181133218084,0.0400218731411571
SoM and SoM 1M,BF,SF,-0.00152145222001879,0.00990061880328701,0.99999725535046,-0.0358212218628989,0.0327783174228613
SoM and SoM 1M,SF,BF,0.00152145222001879,0.00990061880328701,0.99999725535046,-0.0327783174228613,0.0358212218628989
Lmb and Vis 5M,SF,UF,0.000921201045671265,0.0062325312977781,0.999997822738673,-0.0206708218423179,0.0225132239336605
Lmb and Vis 5M,UF,SF,-0.000921201045671265,0.0062325312977781,0.999997822738673,-0.0225132239336605,0.0206708218423179
SoM and SoM 1M,SF,UF,-0.00134452095490433,0.00990061880328701,0.999998685205098,-0.0356442905977844,0.0329552486879758
SoM and SoM 1M,UF,SF,0.00134452095490433,0.00990061880328701,0.999998685205098,-0.0329552486879758,0.0356442905977844
Lmb and Lmb 1M,BF,UF,-0.00138248077778561,0.01050141505082,0.999998907465973,-0.0377636529372285,0.0349986913816572
Lmb and Lmb 1M,UF,BF,0.00138248077778561,0.01050141505082,0.999998907465973,-0.0349986913816572,0.0377636529372285
Vis and Vis 9M,UF,XF,-0.000757086076175197,0.00604302444638961,0.999999186965962,-0.021692580167579,0.0201784080152286
Vis and Vis 9M,XF,UF,0.000757086076175197,0.00604302444638961,0.999999186965962,-0.0201784080152286,0.021692580167579
Vis and Vis 7M,SF,UF,-0.00172853326302838,0.0147898333205426,0.999999462916596,-0.0529665302034605,0.0495094636774038
Vis and Vis 7M,UF,SF,0.00172853326302838,0.0147898333205426,0.999999462916596,-0.0495094636774038,0.0529665302034605
SoM and Vis 9M,BF,SF,0.00111846194130073,0.00992293455848686,0.999999567380071,-0.0332586185523423,0.0354955424349438
SoM and Vis 9M,SF,BF,-0.00111846194130073,0.00992293455848686,0.999999567380071,-0.0354955424349438,0.0332586185523423
SoM and Vis 1M,UF,XF,0.00110879888006558,0.00989635500365753,0.999999582593827,-0.0331761992270146,0.0353937969871457
SoM and Vis 1M,XF,UF,-0.00110879888006558,0.00989635500365753,0.999999582593827,-0.0353937969871457,0.0331761992270146
Lmb and Vis 1M,SF,XF,-0.00079457825676426,0.00782149134535649,0.999999767477719,-0.0278914049036442,0.0263022483901157
Lmb and Vis 1M,XF,SF,0.00079457825676426,0.00782149134535649,0.999999767477719,-0.0263022483901157,0.0278914049036442
Lmb and Lmb 5M,BF,UF,-0.000554993991775735,0.00552985441498542,0.999999783752989,-0.0197126584126796,0.0186026704291281
Lmb and Lmb 5M,UF,BF,0.000554993991775735,0.00552985441498542,0.999999783752989,-0.0186026704291281,0.0197126584126796
Lmb and Lmb 9M,BF,UF,-0.000574147880468891,0.00626299934690626,0.999999874175655,-0.0222717244805369,0.0211234287195991
Lmb and Lmb 9M,UF,BF,0.000574147880468891,0.00626299934690626,0.999999874175655,-0.0211234287195991,0.0222717244805369
Lmb and Vis 5M,SF,XF,-0.000554200462616571,0.0062325312977781,0.999999895148853,-0.0221462233506058,0.0210378224253726
Lmb and Vis 5M,XF,SF,0.000554200462616571,0.0062325312977781,0.999999895148853,-0.0210378224253726,0.0221462233506058
Vis and Vis 5M,SF,XF,0.000904447593202737,0.0111855677231897,0.999999940628418,-0.0378469076355095,0.039655802821915
Vis and Vis 5M,XF,SF,-0.000904447593202737,0.0111855677231897,0.999999940628418,-0.039655802821915,0.0378469076355095
Lmb and Vis 1M,BF,UF,-0.000544981815116123,0.0078214913453565,0.999999975644205,-0.0276418084619961,0.0265518448317639
Lmb and Vis 1M,UF,BF,0.000544981815116123,0.0078214913453565,0.999999975644205,-0.0265518448317639,0.0276418084619961
Lmb and Vis 3M,BF,XF,0.000375544564520854,0.00734539249189971,0.999999996189162,-0.0250718820473446,0.0258229711763863
Lmb and Vis 3M,XF,BF,-0.000375544564520855,0.00734539249189971,0.999999996189162,-0.0258229711763863,0.0250718820473446
SoM and Vis 3M,BF,XF,-0.000188453542592073,0.00369905674199027,0.999999996268955,-0.0130034903263622,0.012626583241178
SoM and Vis 3M,XF,BF,0.000188453542592073,0.00369905674199027,0.999999996268955,-0.012626583241178,0.0130034903263622
SoM and SoM 3M,SF,UF,-0.000106136230534989,0.00765150339783173,0.999999999998476,-0.0266140555012185,0.0264017830401485
SoM and SoM 3M,UF,SF,0.000106136230534989,0.00765150339783173,0.999999999998476,-0.0264017830401485,0.0266140555012185
SoM and Vis 5M,BF,SF,-6.55950824587873e-05,0.00567685122534872,0.999999999999491,-0.0197325162310356,0.019601326066118
SoM and Vis 5M,SF,BF,6.55950824587873e-05,0.00567685122534872,0.999999999999491,-0.019601326066118,0.0197325162310356
